Timestamp,Date,Time,ForefeetPressure,FrontAngle,SideAngle,UpAngle,Cadence,Speed,Lat,Lon
1457710839.291440,11.03.16,07:40:39.291,0,0,0,0, 0, 0, 38, -122
1457710839.342156,11.03.16,07:40:39.342,0,78,177,235, 0, 0, 38, -122
1457710839.441783,11.03.16,07:40:39.442,0,95,162,159, 0, 0, 38, -122
1457710839.539900,11.03.16,07:40:39.540,100,0,162,103, 1, 0, 38, -122
1457710839.621973,11.03.16,07:40:39.622,100,0,1,0, 2, 0, 38, -122
1457710839.741728,11.03.16,07:40:39.742,0,73,144,200, 2, 0, 38, -122
1457710839.829740,11.03.16,07:40:39.830,0,99,144,182, 2, 0, 38, -122
1457710839.922875,11.03.16,07:40:39.923,0,38,179,155, 2, 0, 38, -122
1457710840.042199,11.03.16,07:40:40.042,0,49,201,241, 2, 0, 38, -122
1457710840.131547,11.03.16,07:40:40.132,0,95,165,152, 2, 0, 38, -122
1457710840.221970,11.03.16,07:40:40.222,100,0,152,89, 3, 0, 38, -122
1457710840.341770,11.03.16,07:40:40.342,100,0,256,7, 4, 0, 38, -122
1457710840.462077,11.03.16,07:40:40.462,0,104,131,240, 4, 0, 38, -122
1457710840.528399,11.03.16,07:40:40.528,0,104,131,181, 4, 0, 38, -122
1457710840.641653,11.03.16,07:40:40.642,0,72,144,160, 4, 0, 38, -122
1457710840.731666,11.03.16,07:40:40.732,0,40,229,244, 4, 0, 38, -122
1457710840.821917,11.03.16,07:40:40.822,0,96,161,164, 4, 0, 38, -122
1457710840.941981,11.03.16,07:40:40.942,100,0,154,131, 5, 0, 38, -122
1457710841.032063,11.03.16,07:40:41.032,100,0,131,0, 6, 0, 38, -122
1457710841.152198,11.03.16,07:40:41.152,0,87,159,210, 6, 0, 38, -122
1457710841.241707,11.03.16,07:40:41.242,0,100,148,177, 6, 0, 38, -122
1457710841.330765,11.03.16,07:40:41.331,0,50,166,156, 6, 0, 38, -122
1457710841.421590,11.03.16,07:40:41.422,0,50,228,249, 6, 0, 38, -122
1457710841.572454,11.03.16,07:40:41.572,0,81,164,164, 6, 0, 38, -122
1457710841.637524,11.03.16,07:40:41.638,100,0,157,97, 7, 0, 38, -122
1457710841.722353,11.03.16,07:40:41.722,100,0,178,77, 8, 0, 38, -122
1457710841.871735,11.03.16,07:40:41.872,0,90,136,213, 8, 0, 38, -122
1457710841.943320,11.03.16,07:40:41.943,0,90,136,180, 8, 0, 38, -122
1457710842.022016,11.03.16,07:40:42.022,0,23,160,169, 8, 0, 38, -122
1457710842.171903,11.03.16,07:40:42.172,0,68,217,240, 8, 0, 38, -122
1457710842.237113,11.03.16,07:40:42.237,0,82,176,170, 8, 0, 38, -122
1457710842.321842,11.03.16,07:40:42.322,100,0,150,40, 9, 0, 38, -122
1457710842.471759,11.03.16,07:40:42.472,100,0,1,113, 10, 0, 38, -122
